BIO,005,E,BIO 205 Workshop,40006,4:50 pm,5:50 pm,M,Amy S  Beadles-Bohling ,Franz Hall 005,0.000

BIO,005,F,BIO 205 Workshop,40007,4:50 pm,5:50 pm,T,Amy S  Beadles-Bohling ,Bauccio Commons TERR,0.000

BIO,005,G,BIO 205 Workshop,40008,6:00 pm,7:00 pm,M,Amy S  Beadles-Bohling ,Franz Hall 005,0.000

BIO,005,H,BIO 205 Workshop,40009,6:00 pm,7:00 pm,T,Amy S  Beadles-Bohling ,Bauccio Commons TERR,0.000

BIO,203,A,Human Form and Function,40010,4:10 pm,5:35 pm,TR,Robert Louis  Hesslink Jr ,Shiley Hall 206,3.000

BIO,205,A,Foundations of Biology,40011,9:15 am,10:10 am,MWF,Amy S  Beadles-Bohling ,Shiley Hall 319,3.000

BIO,205,C,Foundations of Biology,40013,11:25 am,12:20 pm,MWF,Amy S  Beadles-Bohling ,Shiley Hall 319,3.000

BIO,207,A,Introduction to Molecular and Cellular Biology,40014,8:10 am,9:05 am,MWF,David   Wynne ,Shiley Hall 319,3.000

BIO,207,B,Introduction to Molecular and Cellular Biology,40015,10:20 am,11:15 am,MWF,Adrienne A  Greaves ,Franz Hall 214,3.000

BIO,207,C,Introduction to Molecular and Cellular Biology,40016,11:25 am,12:20 pm,MWF,Adrienne A  Greaves ,Franz Hall 214,3.000

BIO,208,A,Introduction to Evolution and Ecology,40017,10:20 am,11:15 am,MWF,David W  Taylor ,Franz Hall 006,3.000

BIO,208,B,Introduction to Evolution and Ecology,40018,12:30 pm,1:25 pm,MWF,David W  Taylor ,Franz Hall 214,3.000

BIO,208,C,Introduction to Evolution and Ecology,40019,1:35 pm,2:30 pm,MWF,David W  Taylor ,Franz Hall 214,3.000

BIO,277,A1,Introduction to Molecular and Cellular Biology Laboratory,40020,8:10 am,11:10 am,R,David   Wynne ,Swindells Hall 145,1.000

BIO,277,A2,Introduction to Molecular and Cellular Biology Laboratory,40021,12:55 pm,3:55 pm,R,David   Wynne ,Swindells Hall 145,1.000

BIO,277,ABC,Introduction to Molecular and Cellular Biology Laboratory,40022,5:10 pm,8:10 pm,T,Sarah   Schmits ,Swindells Hall 145,1.000

BIO,277,BC1,Introduction to Molecular and Cellular Biology Laboratory,40023,9:45 am,12:45 pm,T,Adrienne A  Greaves ,Swindells Hall 145,1.000

BIO,277,BC2,Introduction to Molecular and Cellular Biology Laboratory,40024,12:55 pm,3:55 pm,T,Adrienne A  Greaves ,Swindells Hall 145,1.000

BIO,278,A,Introduction to Evolution and Ecology Laboratory,40025,1:35 pm,4:35 pm,M,Laurie J  Dizney ,Romanaggi Hall 301,1.000

BIO,278,B,Introduction to Evolution and Ecology Laboratory,40026,5:00 pm,8:00 pm,M,Laurie J  Dizney ,Romanaggi Hall 301,1.000

BIO,278,C,Introduction to Evolution and Ecology Laboratory,40027,9:45 am,12:45 pm,T,Laurie J  Dizney ,Romanaggi Hall 301,1.000

BIO,278,E,Introduction to Evolution and Ecology Laboratory,40028,9:45 am,12:45 pm,R,Laurie J  Dizney ,Romanaggi Hall 301,1.000

BIO,301,A,Microbiology,40029,2:40 pm,3:35 pm,MWF,David   Katz ,Shiley Hall 124,3.000

BIO,304,A,Wetlands Ecology,40031,9:45 am,11:10 am,TR,Christine L  Weilhoefer ,Buckley Center 112,3.000

BIO,305,A,Human Anatomy and Physiology 1,40032,11:25 am,12:20 pm,MWF,Julia Cleverly  Ruppell ,Buckley Center 111,3.000

BIO,305,B,Human Anatomy and Physiology 1,40033,9:45 am,11:10 am,TR,Jacqueline   Van Hoomissen ,Shiley Hall 301,3.000

BIO,305,C,Human Anatomy and Physiology 1,40034,11:20 am,12:45 pm,TR,Jonathan Edwin  Elliott ,Buckley Center 207,3.000

BIO,305,D,Human Anatomy and Physiology 1,41453,12:30 pm,1:25 pm,MWF,Julia Cleverly  Ruppell ,Shiley Hall 319,3.000

BIO,305,E,Human Anatomy and Physiology 1,41662,5:10 pm,6:35 pm,MW,David   Katz ,Buckley Center 016,3.000

BIO,306,A,Human Anatomy and Physiology 2,40035,8:10 am,9:05 am,MWF,Kyle L  Flann ,Shiley Hall 301,3.000

BIO,306,B,Human Anatomy and Physiology 2,40036,6:10 pm,7:35 pm,TR,Anthony   Drew ,Shiley Hall 101,3.000

BIO,306,C,Human Anatomy and Physiology 2,40037,9:45 am,11:10 am,TR,John M  White ,Shiley Hall 319,3.000

BIO,336,A,Developmental Biology,41457,9:15 am,10:10 am,MWF,Laura   Dyer ,Franz Hall 034,3.000

BIO,338,A,Marine Biology of the Pacific Northwest,40040,11:20 am,12:45 pm,TR,Tara Elaine  Prestholdt ,Franz Hall 206,3.000

BIO,342,A,Neurobiology,40041,2:30 pm,3:55 pm,TR,Jonathan Edwin  Elliott ,Franz Hall 223,3.000

BIO,348,A,Conservation Biology,40043,12:55 pm,2:20 pm,TR,Laurie J  Dizney ,Romanaggi Hall 203,3.000

BIO,348H,A,Conservation Biology (Honors),41623,12:55 pm,2:20 pm,TR,Laurie J  Dizney ,Romanaggi Hall 203,3.000

BIO,359,A,Microbiology for Nurses,40044,11:25 am,12:20 pm,MWF,Paula A.  Tower ,Shiley Hall 301,3.000

BIO,359,B,Microbiology for Nurses,40045,10:20 am,11:15 am,MWF,Paula A.  Tower ,Shiley Hall 301,3.000

BIO,361,A,Microbiology Lab,40046,9:45 am,12:45 pm,T,David   Katz ,Swindells Hall 245,1.000

BIO,361,B,Microbiology Lab,40047,2:30 pm,5:30 pm,T,David   Katz ,Swindells Hall 245,1.000

BIO,365,A,Human Anatomy & Physiology Lab 1,40048,5:10 pm,8:10 pm,M,Patrick Michael  Geraghty ,Swindells Hall 212,1.000

BIO,365,C,Human Anatomy & Physiology Lab 1,40050,9:15 am,12:15 pm,M,John M  White ,Swindells Hall 212,1.000

BIO,365,D,Human Anatomy & Physiology Lab 1,40051,5:10 pm,8:10 pm,W,Kristin M   Carson ,Swindells Hall 212,1.000

BIO,365,E,Human Anatomy & Physiology Lab 1,40052,1:35 pm,4:35 pm,R,Patrick Michael  Geraghty ,Swindells Hall 212,1.000

BIO,365,F,Human Anatomy & Physiology Lab 1,40053,1:35 pm,4:35 pm,W,Jonathan Edwin  Elliott ,Swindells Hall 212,1.000

BIO,365,G,Human Anatomy & Physiology Lab 1,41454,1:35 pm,4:35 pm,M,John M  White ,Swindells Hall 212,1.000

BIO,365,H,Human Anatomy & Physiology Lab 1,41455,9:15 am,12:15 pm,W,Bonnie Jean  Sumner ,Swindells Hall 212,1.000

BIO,365,I,Human Anatomy & Physiology Lab 1,41456,9:15 am,12:15 pm,F,Bonnie Jean  Sumner ,Swindells Hall 212,1.000

BIO,365,J,Human Anatomy & Physiology Lab 1,41458,5:10 pm,8:10 pm,R,Jonathan Edwin  Elliott ,Swindells Hall 212,1.000

BIO,366,A,Human Anatomy & Physiology Lab 2,40054,9:15 am,12:15 pm,M,Kyle L  Flann ,Swindells Hall 141,1.000

BIO,366,B,Human Anatomy & Physiology Lab 2,40055,1:35 pm,4:35 pm,M,Amy S  Beadles-Bohling ,Swindells Hall 141,1.000

BIO,366,D,Human Anatomy & Physiology Lab 2,40057,9:45 am,12:45 pm,T,Christie Engesser  Cesar ,Swindells Hall 141,1.000

BIO,366,E,Human Anatomy & Physiology Lab 2,40058,12:55 pm,3:55 pm,T,Christie Engesser  Cesar ,Swindells Hall 141,1.000

BIO,366,F,Human Anatomy & Physiology Lab 2,40059,9:15 am,12:15 pm,W,Kyle L  Flann ,Swindells Hall 141,1.000

BIO,366,G,Human Anatomy & Physiology Lab 2,40060,12:30 pm,3:30 pm,W,John M  White ,Swindells Hall 141,1.000

BIO,366,H,Human Anatomy & Physiology Lab 2,40061,9:45 am,12:45 pm,R,Christie Engesser  Cesar ,Swindells Hall 141,1.000

BIO,366,I,Human Anatomy & Physiology Lab 2,40062,9:15 am,12:15 pm,F,Kyle L  Flann ,Swindells Hall 141,1.000

BIO,366,J,Human Anatomy & Physiology Lab 2,40063,12:55 pm,3:55 pm,R,Christie Engesser  Cesar ,Swindells Hall 141,1.000

BIO,368,A,Marine Biology Laboratory,40064,1:35 pm,4:35 pm,W,Tara Elaine  Prestholdt ,Romanaggi Hall 301,1.000

BIO,368,B,Marine Biology Laboratory,40065,12:55 pm,3:55 pm,R,Tara Elaine  Prestholdt ,Romanaggi Hall 301,1.000

BIO,374,A,Wetlands Ecology Laboratory,40066,10:20 am,1:20 pm,W,Christine L  Weilhoefer ,Swindells Hall 145,1.000

BIO,374,B,Wetlands Ecology Laboratory,40067,1:35 pm,4:35 pm,W,Christine L  Weilhoefer ,Swindells Hall 145,1.000

BIO,376,A,Developmental Biology Laboratory,41459,12:55 pm,3:55 pm,W,Laura   Dyer ,Swindells Hall 241,1.000

BIO,376,B,Developmental Biology Laboratory,41460,12:55 pm,3:55 pm,R,Laura   Dyer ,Swindells Hall 241,1.000

BIO,379,A,Microbiology Lab for Nurses,40070,9:45 am,12:45 pm,R,Priya   Mani ,Swindells Hall 245,1.000

BIO,379,B,Microbiology Lab for Nurses,40071,2:30 pm,5:30 pm,R,Priya   Mani ,Swindells Hall 245,1.000

BIO,379,C,Microbiology Lab for Nurses,40072,11:25 am,2:25 pm,F,Priya   Mani ,Swindells Hall 245,1.000

BIO,379,D,Microbiology Lab for Nurses,40073,1:35 pm,4:35 pm,W,Priya   Mani ,Swindells Hall 245,1.000

BIO,379,E,Microbiology Lab for Nurses,40074,5:10 pm,8:10 pm,W,Priya   Mani ,Swindells Hall 245,1.000

BIO,400,A,Immunology,40075,9:15 am,10:10 am,MWF,Susan Elizabeth  Murray ,Shiley Hall 301,3.000

BIO,400,B,Immunology,40076,10:20 am,11:15 am,MWF,Susan Elizabeth  Murray ,Shiley Hall 101,3.000

BIO,453,A,Evolution,40077,9:45 am,11:10 am,TR,Amelia J  Ahern-Rindell ,Franz Hall 231,3.000

BIO,453,C,Evolution,40079,4:10 pm,6:55 pm,W,Julia Cleverly  Ruppell ,Franz Hall 034,3.000

BIO,453,D,Evolution,41461,5:10 pm,8:10 pm,M,Amelia J  Ahern-Rindell ,Franz Hall 034,3.000

BIO,470,A,Immunology Laboratory,40080,12:55 pm,3:55 pm,T,Susan Elizabeth  Murray ,Swindells Hall 241,1.000

BIO,497I,A,OT/PT Internship,40081,6:00 pm,7:30 pm,M,Elizabeth K.  Winegar ,Franz Hall 210,3.000

BME,200,A,Introduction to Biomedical Engineering,40082,9:15 am,10:10 am,MWF,Kathleen   Bieryla ,Shiley Hall 106,3.000

BME,562,A,Biomechanics,40083,4:10 pm,5:35 pm,TR,Jennifer Elaine  Symons ,Shiley Hall 106,3.000

BME,563,A,Digital Signal Processing,40084,8:10 am,9:35 am,TR,Joseph P  Hoffbeck ,Shiley Hall 319,3.000

BME,578,A,Management of Technology for Medical Devices,40085,4:10 pm,6:55 pm,W,Peter B  Rachor ,Shiley Hall 101,3.000

BME,584,A,Biomedical Device Optimization,40086,11:20 am,12:45 pm,TR,Kathleen   Bieryla ,Shiley Hall 106,3.000

BUS,100,B,Introduction of Leadership Skills,40088,11:20 am,12:45 pm,TR,Montana   Hisel-Cochran ,Franz Hall 222,3.000

BUS,101,A,Software Applications Workshop,40089,9:15 am,10:10 am,M,Robert B  Stratton ,Buckley Center 015,1.000

BUS,101,B,Software Applications Workshop,40090,10:20 am,11:15 am,M,Robert B  Stratton ,Buckley Center 015,1.000

BUS,101,C,Software Applications Workshop,40091,11:25 am,12:20 pm,M,Robert B  Stratton ,Franz Hall 107,1.000

BUS,101,D,Software Applications Workshop,40092,1:35 pm,2:30 pm,M,Robert B  Stratton ,Franz Hall 125,1.000

BUS,150,A,Smart Money I,40093,10:20 am,11:15 am,F,C Christopher  Dunnaville ,Franz Hall 018,1.000

BUS,200,A,Principles of Marketing,40094,2:30 pm,3:55 pm,TR,Elena Kiryanova  Bernard ,Buckley Center 103,3.000

BUS,200,B,Principles of Marketing,40095,8:10 am,9:35 am,TR,Tyler   Laird-Magee ,Franz Hall 018,3.000

BUS,200,C,Principles of Marketing,40096,2:40 pm,3:35 pm,MWF,Ian David  Parkman ,Buckley Center 104,3.000

BUS,202,A,Professional Development,40097,2:40 pm,3:35 pm,M,Gwendolyn Marie  Klobes ,Shiley Hall 319,1.000

BUS,202,B,Professional Development,40098,10:20 am,11:15 am,W,Gwendolyn Marie  Klobes ,Buckley Center AUD,1.000

BUS,202,C,Professional Development,40099,2:40 pm,3:35 pm,W,Gwendolyn Marie  Klobes ,Buckley Center AUD,1.000

BUS,205,A,Business Finance,40100,9:15 am,10:10 am,MWF,Madhuparna   Kolay ,Buckley Center 104,3.000

BUS,205,B,Business Finance,40101,9:15 am,10:10 am,MWF,Richard D  Gritta ,Franz Hall 206,3.000

BUS,205,C,Business Finance,40102,11:25 am,12:20 pm,MWF,C Christopher  Dunnaville ,Franz Hall 026,3.000

BUS,205,D,Business Finance,40103,12:30 pm,1:25 pm,MWF,C Christopher  Dunnaville ,Franz Hall 026,3.000

BUS,209,B,Financial Accounting,40105,4:10 pm,6:55 pm,W,Ellen June  Lippman ,Franz Hall 005,3.000

BUS,209,C,Financial Accounting,41414,12:55 pm,2:20 pm,TR,Lizhong   Hao ,Buckley Center 205,3.000

BUS,209,D,Financial Accounting,41653,2:30 pm,3:55 pm,TR,Lizhong   Hao ,Franz Hall 015,3.000

BUS,210,B,Managerial Accounting,40107,9:45 am,11:10 am,TR,Evelyn Claire  Costin ,Franz Hall 034,3.000

BUS,210,C,Managerial Accounting,40108,11:20 am,12:45 pm,TR,Evelyn Claire  Costin ,Franz Hall 034,3.000

BUS,210,D,Managerial Accounting,40109,12:55 pm,2:20 pm,TR,Henghsiu   Lin ,Buckley Center 104,3.000

BUS,210,E,Managerial Accounting,40110,2:30 pm,3:55 pm,TR,Henghsiu   Lin ,Buckley Center 104,3.000

BUS,250,B,Legal and Social Responsibility in Business,40112,9:45 am,11:10 am,TR,Barbara Ann  Bloom-Groshong ,Romanaggi Hall 203,3.000

BUS,250,C,Legal and Social Responsibility in Business,40113,12:55 pm,2:20 pm,TR,Barbara Ann  Bloom-Groshong ,Franz Hall 234,3.000

BUS,250,D,Legal and Social Responsibility in Business,40114,2:30 pm,3:55 pm,TR,Barbara Ann  Bloom-Groshong ,Franz Hall 234,3.000

BUS,255,A,Introduction to Operations & Technology Management,40115,9:15 am,10:10 am,MWF,Naveen   Gudigantala ,Shiley Hall 206,3.000

BUS,255,B,Introduction to Operations & Technology Management,40116,1:35 pm,2:30 pm,MWF,Wilfred W  Wu ,Franz Hall 107,3.000

BUS,255,C,Introduction to Operations & Technology Management,40117,2:40 pm,3:35 pm,MWF,Wilfred W  Wu ,Franz Hall 107,3.000

BUS,302,A,Internship Preparation,40118,9:15 am,10:10 am,M,Montana   Hisel-Cochran ,Franz Hall 107,1.000

BUS,302,B,Internship Preparation,40119,10:20 am,11:15 am,M,Montana   Hisel-Cochran ,Franz Hall 107,1.000

BUS,311,A,Intermediate Accounting II,40120,4:10 pm,5:35 pm,TR,Ellen June  Lippman ,Franz Hall 018,3.000

BUS,311,B,Intermediate Accounting II,40121,5:45 pm,7:05 pm,TR,Ellen June  Lippman ,Franz Hall 018,3.000

BUS,312,A,Cost Accounting,40122,9:45 am,11:10 am,TR,Lizhong   Hao ,Shiley Hall 124,3.000

BUS,330,A,Managerial Finance,40124,10:20 am,11:15 am,MWF,Madhuparna   Kolay ,Buckley Center 209,3.000

BUS,355,A,Decision Modeling,40125,12:30 pm,1:25 pm,MWF,Min   Yu ,Buckley Center 015,3.000

BUS,355,B,Decision Modeling,40126,2:40 pm,3:35 pm,MWF,Min   Yu ,Buckley Center 015,3.000

BUS,355,C,Decision Modeling,40127,2:30 pm,3:55 pm,TR,Evelyn Claire  Costin ,Buckley Center 015,3.000

BUS,360,A,Cross Cultural Organizational Behavior and Ethics,40128,9:45 am,11:10 am,TR,Daniel J  Parrish ,Franz Hall 005,3.000

BUS,360,B,Cross Cultural Organizational Behavior and Ethics,40129,11:20 am,12:45 pm,TR,Daniel J  Parrish ,Franz Hall 005,3.000

BUS,360,C,Cross Cultural Organizational Behavior and Ethics,40130,2:30 pm,3:55 pm,TR,Daniel J  Parrish ,Franz Hall 034,3.000

BUS,361,A,Foundations of Operations Management,40131,7:10 pm,9:55 pm,T,Joshua Stephen  Grover ,Buckley Center 015,3.000

BUS,364,A,Innovation,40132,8:10 am,9:05 am,MWF,Jonathan Taylor  Down ,Franz Hall 206,3.000

BUS,364,B,Innovation,40133,9:15 am,10:10 am,MWF,Beatriz Itzel   Cruz Megchun ,Buckley Center 207,3.000

BUS,364,C,Innovation,40134,10:20 am,11:15 am,MWF,Beatriz Itzel   Cruz Megchun ,Buckley Center 207,3.000

BUS,364,D,Innovation,40135,12:30 pm,1:25 pm,MWF,Jonathan Taylor  Down ,Franz Hall 015,3.000

BUS,371,A,Consumer Behavior,40136,10:20 am,11:15 am,MWF,Debra Lynn  Stephens ,Franz Hall 206,3.000

BUS,371,B,Consumer Behavior,40137,11:25 am,12:20 pm,MWF,Debra Lynn  Stephens ,Franz Hall 206,3.000

BUS,371,C,Consumer Behavior,40138,1:35 pm,2:30 pm,MWF,Debra Lynn  Stephens ,Franz Hall 015,3.000

BUS,371H,A,Consumer Behavior (Honors),41582,11:25 am,12:20 pm,MWF,Debra Lynn  Stephens ,Franz Hall 206,3.000

BUS,385,A,Opportunity Assessment,40139,4:10 pm,6:55 pm,R,Jonathan Taylor  Down ,Franz Hall 214,3.000

BUS,400,B,Management Decisions and Policy,40141,11:25 am,12:20 pm,MWF,Samuel Scott  Holloway ,Franz Hall 217,3.000

BUS,400,C,Management Decisions and Policy,40142,1:35 pm,2:30 pm,MWF,Samuel Scott  Holloway ,Franz Hall 223,3.000

BUS,408,A,Innovation for Sustainability,40149,7:10 pm,9:55 pm,W,Gregory M  Hill ,Buckley Center 206,3.000

BUS,430,A,Investments,40150,1:35 pm,2:30 pm,MWF,Richard D  Gritta ,Buckley Center 104,3.000

BUS,431,A,Financial Markets and Institutions,40151,7:10 pm,9:55 pm,R,Brian J.  Adams ,Franz Hall 217,3.000

BUS,432,A,Personal Financial Planning,40152,8:10 am,9:05 am,MWF,C Christopher  Dunnaville ,Buckley Center 205,3.000

BUS,441,A,International Finance,40153,4:10 pm,5:35 pm,TR,Arjun   Chatrath ,Franz Hall 231,3.000

BUS,443,A,International Marketing Management,40154,2:30 pm,3:55 pm,TR,Tyler   Laird-Magee ,Buckley Center 111,3.000

BUS,450,A,Advanced Business Law,40155,8:10 am,9:05 am,MWF,Barbara Ann  Bloom-Groshong ,Franz Hall 026,3.000

BUS,452,A,Project Management,40156,11:20 am,12:45 pm,TR,Gary F  Mitchell ,Buckley Center 015,3.000

BUS,452,B,Project Management,40157,12:55 pm,2:20 pm,TR,Gary F  Mitchell ,Buckley Center 015,3.000

BUS,456,A,Systems Analysis and Design,40158,9:45 am,11:10 am,TR,Tae-In   Eom ,Shiley Hall 206,3.000

BUS,456,B,Systems Analysis and Design,40159,7:10 pm,9:55 pm,R,Tae-In   Eom ,Buckley Center 015,3.000

BUS,459,A,Business Analytics,40160,11:25 am,12:20 pm,MWF,Naveen   Gudigantala ,Buckley Center 015,3.000

BUS,464,A,Business Taxation,40161,2:40 pm,3:35 pm,MWF,James John  Jurinski ,Franz Hall 034,3.000

BUS,465,A,Auditing,40162,4:10 pm,6:55 pm,W,Teri O  Grimmer ,Buckley Center 104,3.000

BUS,466,A,Advanced Accounting II,40163,9:45 am,11:10 am,TR,Henghsiu   Lin ,Buckley Center 104,3.000

BUS,468,A,Applied Portfolio Management,40164,7:10 pm,9:55 pm,T,Brian J.  Adams ,Franz Hall 217,3.000

BUS,471,A,Brand Promotions Management,40165,12:55 pm,2:20 pm,TR,Tyler   Laird-Magee ,Buckley Center 111,3.000

BUS,474,A,Digital Marketing,40166,4:10 pm,5:35 pm,TR,Elena Kiryanova  Bernard ,Buckley Center 103,3.000

BUS,476,A,Product Design & Development,40167,4:10 pm,5:35 pm,MW,Ian David  Parkman ,Franz Hall 206,3.000

BUS,483,A,Strategic Controls for New Venture Operations,40168,7:10 pm,9:55 pm,R,Mark R  Meckler ,Franz Hall 005,3.000

BUS,486,A,Venture Launch,40169,2:40 pm,3:35 pm,MWF,Jonathan Taylor  Down ,Franz Hall 231,3.000

BUS,487,A,Social Entrepreneurship,41557,7:10 pm,9:55 pm,T,Peter B  Rachor ,Franz Hall 214,3.000

BUS,491,A,Accounting Ethics,41382,4:10 pm,6:55 pm,M,James John  Jurinski ,Franz Hall 229,3.000

BUS,491,B,Design Thinking,41383,7:10 pm,9:55 pm,W,Beatriz Itzel   Cruz Megchun ,Buckley Center 106,3.000

BUS,491,C,Production and Service Operations Management,41384,4:10 pm,6:55 pm,W,Min   Yu ,Buckley Center 015,3.000

BUS,491,D,Website Marketing,41385,11:20 am,12:45 pm,TR,Elena Kiryanova  Bernard ,Franz Hall 229,3.000

BUS,491,E,Accounting Analytics,41415,1:35 pm,2:30 pm,MWF,Teri O  Grimmer ,Buckley Center 015,3.000

BUS,491,H,Computing Concepts and Programming,41501,9:15 am,10:10 am,MWF,Benjamin Raymond  Tribelhorn ,Franz Hall 125,3.000

BUS,491,I,Marketing Operations,41522,7:10 pm,9:55 pm,R,Joseph Essa  Barhoum ,Franz Hall 206,3.000

BUS,491,J,Real Estate Law,41711,7:10 pm,9:55 pm,W,James John  Jurinski ,Franz Hall 217,3.000

BUS,501,A,Economic Analysis,40171,7:10 pm,9:55 pm,T,Bahram   Adrangi ,Franz Hall 107,3.000

BUS,505,A,Introduction to Operations & Technology  Management,40172,7:10 pm,9:55 pm,T,Timothy Dean  Larson ,Westside Business Campus WESTSD,3.000

BUS,506,A,Principles of Accounting,40173,4:10 pm,6:55 pm,M,Teri O  Grimmer ,Buckley Center 104,3.000

BUS,510,A,Economics and Metrics for Sustainability,40174,7:10 pm,9:55 pm,W,William F  Barnes ,Franz Hall 034,3.000

BUS,511,A,Cross-Cultural Management,40175,7:10 pm,9:55 pm,M,Samuel Scott  Holloway ,Westside Business Campus WESTSD,3.000

BUS,515,A,Social Venture Management,40176,7:10 pm,9:55 pm,M,Shari Lynette  Dunn ,Franz Hall 214,3.000

BUS,520,A,Applied Marketing Strategies,40177,7:10 pm,9:55 pm,M,Ian David  Parkman ,Franz Hall 005,3.000

BUS,524,A,Brand Promotions Management,40178,4:10 pm,6:55 pm,T,Tyler   Laird-Magee ,Buckley Center 314,3.000

BUS,528,A,Sports Marketing,40180,7:10 pm,9:55 pm,R,Alison J  Sarantakos ,Westside Business Campus WESTSD,3.000

BUS,530,A,Corporate Finance,40181,7:10 pm,9:55 pm,R,Arjun   Chatrath ,Franz Hall 214,3.000

BUS,531,A,International Finance,40182,7:10 pm,9:55 pm,T,Arjun   Chatrath ,Franz Hall 005,3.000

BUS,532,A,Security and Portfolio Analysis,40183,7:10 pm,9:55 pm,M,Richard D  Gritta ,Buckley Center 205,3.000

BUS,539,A,Research Methods in Finance,40184,4:10 pm,6:55 pm,M,Madhuparna   Kolay ,Franz Hall 015,3.000

BUS,540,A,Process Analysis & Quality Management,40185,7:10 pm,9:55 pm,M,Wilfred W  Wu ,Buckley Center 015,3.000

BUS,541,A,Human Resource Management,40186,7:10 pm,9:55 pm,M,Alan Paul  Huston ,Buckley Center 104,3.000

BUS,542,A,Systems Analysis and Design,40187,7:10 pm,9:55 pm,T,Tae-In   Eom ,Franz Hall 205,3.000

BUS,545,A,Project Management,40189,7:10 pm,9:55 pm,W,Gary F  Mitchell ,Westside Business Campus WESTSD,3.000

BUS,565,A,Auditing,40191,4:10 pm,6:55 pm,W,Teri O  Grimmer ,Buckley Center 104,3.000

BUS,566,A,Advanced Accounting,40192,9:45 am,11:10 am,TR,Henghsiu   Lin ,Buckley Center 104,3.000

BUS,578,A,Management of Technology for Life Science,40193,4:10 pm,6:55 pm,W,Peter B  Rachor ,Shiley Hall 101,3.000

BUS,580,A,Strategic Issues and Applications in Management,40194,7:10 pm,9:55 pm,W,Mark R  Meckler ,Franz Hall 015,3.000

BUS,591,A,IT Security,41386,7:10 pm,9:55 pm,R,Scott David  Fenton ,Shiley Hall 206,3.000

BUS,591,B,Production and Service Operations Management,41387,4:10 pm,6:55 pm,W,Min   Yu ,Buckley Center 015,3.000

BUS,591,C,Real Estate Law,41427,7:10 pm,9:55 pm,W,James John  Jurinski ,Franz Hall 217,3.000

BUS,591,D,Strategy and Competition in the Experiential Economy,41502,4:10 pm,6:55 pm,R,Samuel Scott  Holloway ,Franz Hall 205,3.000

BUS,591,E,Marketing Operations,41511,7:10 pm,9:55 pm,R,Joseph Essa  Barhoum ,Franz Hall 206,3.000

